"pchids" "biosyn_class" "organism_name" "mibig_accession" "ncbi_tax_id" "compounds.chem_struct" "compounds.compound" "compounds.molecular_formula"
"3083207" "Saccharide" "Streptococcus agalactiae" "BGC0000745" 1311 "CC(=O)N[C@@H]1[C@H](C[C@@](O[C@H]1[C@@H]([C@@H](CO)O)O)(C(=O)O)O[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)NC(=O)C)OC[C@@H]4[C@H]([C@@H]([C@H]([C@H](O4)O[C@H]5[C@H](O[C@H]([C@@H]([C@H]5O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O)O[C@@H]7[C@H](O[C@H]([C@@H]([C@H]7O)O)O)CO)CO)O)O)O)CO)CO)O)O" "capsular polysaccharide" "C49H82N2O39"
"3083207" "Saccharide" "Streptococcus agalactiae" "BGC0000746" 1311 "CC(=O)N[C@@H]1[C@H](C[C@@](O[C@H]1[C@@H]([C@@H](CO)O)O)(C(=O)O)O[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)NC(=O)C)OC[C@@H]4[C@H]([C@@H]([C@H]([C@H](O4)O[C@H]5[C@H](O[C@H]([C@@H]([C@H]5O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O)O[C@@H]7[C@H](O[C@H]([C@@H]([C@H]7O)O)O)CO)CO)O)O)O)CO)CO)O)O" "capsular polysaccharide" "C49H82N2O39"
"3083207" "Saccharide" "Streptococcus agalactiae" "BGC0000747" 1311 "CC(=O)N[C@@H]1[C@H](C[C@@](O[C@H]1[C@@H]([C@@H](CO)O)O)(C(=O)O)O[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)NC(=O)C)OC[C@@H]4[C@H]([C@@H]([C@H]([C@H](O4)O[C@H]5[C@H](O[C@H]([C@@H]([C@H]5O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O)O[C@@H]7[C@H](O[C@H]([C@@H]([C@H]7O)O)O)CO)CO)O)O)O)CO)CO)O)O" "capsular polysaccharide" "C49H82N2O39"
"3083207" "Saccharide" "Streptococcus agalactiae" "BGC0000748" 1311 "CC(=O)N[C@@H]1[C@H](C[C@@](O[C@H]1[C@@H]([C@@H](CO)O)O)(C(=O)O)O[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)NC(=O)C)OC[C@@H]4[C@H]([C@@H]([C@H]([C@H](O4)O[C@H]5[C@H](O[C@H]([C@@H]([C@H]5O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O)O[C@@H]7[C@H](O[C@H]([C@@H]([C@H]7O)O)O)CO)CO)O)O)O)CO)CO)O)O" "capsular polysaccharide" "C49H82N2O39"
"195740" "Saccharide" "Actinobacillus pleuropneumoniae" "BGC0000751" 715 "CCCO[C@@H]1C([C@]([C@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)(O)OP(=O)(O)O)(O)O" "capsular polysaccharide" "C15H29O16P"
"195740" "Saccharide" "Actinobacillus pleuropneumoniae serovar 6 str. Femo" "BGC0000752" 754256 "CCCO[C@@H]1C([C@]([C@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)(O)OP(=O)(O)O)(O)O" "capsular polysaccharide" "C15H29O16P"
"195740" "Saccharide" "Actinobacillus pleuropneumoniae" "BGC0000753" 715 "CCCO[C@@H]1C([C@]([C@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)(O)OP(=O)(O)O)(O)O" "capsular polysaccharide" "C15H29O16P"
"11970143" "Saccharide" "Brucella melitensis" "BGC0000772" 29459 "CCCCCCCCCCCCCCCC1[C@H](OC([C@H]([C@@H]1OC(=O)CC(CCCCCCCCCCC)O)O)CO[C@H]2[C@H](C([C@@H](C(O2)CO[C@@]3(CC([C@H](C(O3)C(CO)O)O[C@H]4[C@@H](C([C@@H](C(O4)C(CO)O)OP(=O)(O)OP(=O)(O)OCCN)O[C@@H]5[C@@H](C([C@@H](C(O5)C(CO[C@@H]6[C@@H](C([C@](CO6)(C(CO)O)O)O)O)O)OP(=O)(O)O)O[C@@H]7C(C([C@@H](C(O7)CO[C@@H]8C(C([C@H](C(O8)CO)O)O)O)O)O[C@@H]9C(C([C@H](C(O9)CO)O)O)O[C@@H]1C(C([C@@H](C(O1)CO)O[C@@H]1C(C([C@H](C(O1)CO)O)OC1[C@@H](C(C([C@@H](O1)C)O[C@@H]1C(C([C@@H](C(O1)CO)O)O[C@@H]1C(C[C@H](C(O1)C)O)O)O[C@@H]1C(C([C@H](C(O1)CO)O)O)O)O)O)O)O)O[C@@H]1[C@H](C([C@@H](C(O1)CO)O)O)NC(=O)C)O)O)O)O[C@@]1(CC([C@H](C(O1)C(CO)O)O)O[C@@]1(CC([C@H](C(O1)C(CO)O)O)O)C(=O)O)C(=O)O)C(=O)O)OP(=O)(O)O)OC(=O)CC(CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC)NC(=O)CC(CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)CP(=O)(O)O" "lipopolysaccharide" "C205H366N3O117P5"
"11970143" "Saccharide" "Escherichia coli" "BGC0000773" 562 "CCCCCCCCCCCCCCCC1[C@H](OC([C@H]([C@@H]1OC(=O)CC(CCCCCCCCCCC)O)O)CO[C@H]2[C@H](C([C@@H](C(O2)CO[C@@]3(CC([C@H](C(O3)C(CO)O)O[C@H]4[C@@H](C([C@@H](C(O4)C(CO)O)OP(=O)(O)OP(=O)(O)OCCN)O[C@@H]5[C@@H](C([C@@H](C(O5)C(CO[C@@H]6[C@@H](C([C@](CO6)(C(CO)O)O)O)O)O)OP(=O)(O)O)O[C@@H]7C(C([C@@H](C(O7)CO[C@@H]8C(C([C@H](C(O8)CO)O)O)O)O)O[C@@H]9C(C([C@H](C(O9)CO)O)O)O[C@@H]1C(C([C@@H](C(O1)CO)O[C@@H]1C(C([C@H](C(O1)CO)O)OC1[C@@H](C(C([C@@H](O1)C)O[C@@H]1C(C([C@@H](C(O1)CO)O)O[C@@H]1C(C[C@H](C(O1)C)O)O)O[C@@H]1C(C([C@H](C(O1)CO)O)O)O)O)O)O)O)O[C@@H]1[C@H](C([C@@H](C(O1)CO)O)O)NC(=O)C)O)O)O)O[C@@]1(CC([C@H](C(O1)C(CO)O)O)O[C@@]1(CC([C@H](C(O1)C(CO)O)O)O)C(=O)O)C(=O)O)C(=O)O)OP(=O)(O)O)OC(=O)CC(CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC)NC(=O)CC(CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)CP(=O)(O)O" "lipopolysaccharide" "C205H366N3O117P5"
"11970143" "Saccharide" "Legionella pneumophila" "BGC0000775" 446 "CCCCCCCCCCCCCCCC1[C@H](OC([C@H]([C@@H]1OC(=O)CC(CCCCCCCCCCC)O)O)CO[C@H]2[C@H](C([C@@H](C(O2)CO[C@@]3(CC([C@H](C(O3)C(CO)O)O[C@H]4[C@@H](C([C@@H](C(O4)C(CO)O)OP(=O)(O)OP(=O)(O)OCCN)O[C@@H]5[C@@H](C([C@@H](C(O5)C(CO[C@@H]6[C@@H](C([C@](CO6)(C(CO)O)O)O)O)O)OP(=O)(O)O)O[C@@H]7C(C([C@@H](C(O7)CO[C@@H]8C(C([C@H](C(O8)CO)O)O)O)O)O[C@@H]9C(C([C@H](C(O9)CO)O)O)O[C@@H]1C(C([C@@H](C(O1)CO)O[C@@H]1C(C([C@H](C(O1)CO)O)OC1[C@@H](C(C([C@@H](O1)C)O[C@@H]1C(C([C@@H](C(O1)CO)O)O[C@@H]1C(C[C@H](C(O1)C)O)O)O[C@@H]1C(C([C@H](C(O1)CO)O)O)O)O)O)O)O)O[C@@H]1[C@H](C([C@@H](C(O1)CO)O)O)NC(=O)C)O)O)O)O[C@@]1(CC([C@H](C(O1)C(CO)O)O)O[C@@]1(CC([C@H](C(O1)C(CO)O)O)O)C(=O)O)C(=O)O)C(=O)O)OP(=O)(O)O)OC(=O)CC(CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC)NC(=O)CC(CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)CP(=O)(O)O" "lipopolysaccharide" "C205H366N3O117P5"
"11970143" "Saccharide" "Escherichia coli" "BGC0000776" 562 "CCCCCCCCCCCCCCCC1[C@H](OC([C@H]([C@@H]1OC(=O)CC(CCCCCCCCCCC)O)O)CO[C@H]2[C@H](C([C@@H](C(O2)CO[C@@]3(CC([C@H](C(O3)C(CO)O)O[C@H]4[C@@H](C([C@@H](C(O4)C(CO)O)OP(=O)(O)OP(=O)(O)OCCN)O[C@@H]5[C@@H](C([C@@H](C(O5)C(CO[C@@H]6[C@@H](C([C@](CO6)(C(CO)O)O)O)O)O)OP(=O)(O)O)O[C@@H]7C(C([C@@H](C(O7)CO[C@@H]8C(C([C@H](C(O8)CO)O)O)O)O)O[C@@H]9C(C([C@H](C(O9)CO)O)O)O[C@@H]1C(C([C@@H](C(O1)CO)O[C@@H]1C(C([C@H](C(O1)CO)O)OC1[C@@H](C(C([C@@H](O1)C)O[C@@H]1C(C([C@@H](C(O1)CO)O)O[C@@H]1C(C[C@H](C(O1)C)O)O)O[C@@H]1C(C([C@H](C(O1)CO)O)O)O)O)O)O)O)O[C@@H]1[C@H](C([C@@H](C(O1)CO)O)O)NC(=O)C)O)O)O)O[C@@]1(CC([C@H](C(O1)C(CO)O)O)O[C@@]1(CC([C@H](C(O1)C(CO)O)O)O)C(=O)O)C(=O)O)C(=O)O)OP(=O)(O)O)OC(=O)CC(CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC)NC(=O)CC(CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)CP(=O)(O)O" "lipopolysaccharide" "C205H366N3O117P5"
"11970143" "Saccharide" "Escherichia coli" "BGC0000777" 562 "CCCCCCCCCCCCCCCC1[C@H](OC([C@H]([C@@H]1OC(=O)CC(CCCCCCCCCCC)O)O)CO[C@H]2[C@H](C([C@@H](C(O2)CO[C@@]3(CC([C@H](C(O3)C(CO)O)O[C@H]4[C@@H](C([C@@H](C(O4)C(CO)O)OP(=O)(O)OP(=O)(O)OCCN)O[C@@H]5[C@@H](C([C@@H](C(O5)C(CO[C@@H]6[C@@H](C([C@](CO6)(C(CO)O)O)O)O)O)OP(=O)(O)O)O[C@@H]7C(C([C@@H](C(O7)CO[C@@H]8C(C([C@H](C(O8)CO)O)O)O)O)O[C@@H]9C(C([C@H](C(O9)CO)O)O)O[C@@H]1C(C([C@@H](C(O1)CO)O[C@@H]1C(C([C@H](C(O1)CO)O)OC1[C@@H](C(C([C@@H](O1)C)O[C@@H]1C(C([C@@H](C(O1)CO)O)O[C@@H]1C(C[C@H](C(O1)C)O)O)O[C@@H]1C(C([C@H](C(O1)CO)O)O)O)O)O)O)O)O[C@@H]1[C@H](C([C@@H](C(O1)CO)O)O)NC(=O)C)O)O)O)O[C@@]1(CC([C@H](C(O1)C(CO)O)O)O[C@@]1(CC([C@H](C(O1)C(CO)O)O)O)C(=O)O)C(=O)O)C(=O)O)OP(=O)(O)O)OC(=O)CC(CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC)NC(=O)CC(CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)CP(=O)(O)O" "lipopolysaccharide" "C205H366N3O117P5"
"161355" "Saccharide" "Sorghum bicolor" "BGC0000798" 4558 "C1=CC(=CC=C1[C@@H](C#N)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O" "dhurrin" "C14H17NO7"
"52940152" "Saccharide" "Xanthomonas campestris" "BGC0000800" 339 "C/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/COP(=O)([O-])OP(=O)([O-])O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O[C@@H]3[C@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)[O-])O[C@H]5[C@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O)O)O)O)O" "xanthan" "C85H137O33P2-3"
"102453870" "Saccharide" "Streptomyces coelicoflavus ZG0656" "BGC0000804" 1120227 "C[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](O[C@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@H]([C@@H]([C@H]5O)O)O)CO)CO)CO)CO)O)O)N[C@H]6C=C([C@H]([C@@H]([C@H]6O)O)O)CO" "acarviostatin I03" "C37H63NO28"
"102453871" "Saccharide" "Streptomyces coelicoflavus ZG0656" "BGC0000804" 1120227 "C[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@H]3[C@@H]([C@H]([C@H](C=C3CO)N[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@@H]([C@@H]([C@H]5O)O)O[C@@H]6[C@H](O[C@H]([C@@H]([C@H]6O)O)O[C@@H]7[C@H](O[C@H]([C@@H]([C@H]7O)O)O[C@@H]8[C@H](O[C@H]([C@@H]([C@H]8O)O)O)CO)CO)CO)CO)C)O)O)CO)O)O)N[C@H]9C=C([C@H]([C@@H]([C@H]9O)O)O)CO" "acarviostatin II03" "C56H94N2O40"
NA "Saccharide" "Streptomyces coelicoflavus ZG0656" "BGC0000804" 1120227 "C[C@@H]1[C@@H](N[C@H]2C=C(CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H](O[C@@H]3[C@@H](CO)O[C@H](O[C@H]4[C@H](O)[C@@H](O)[C@@H](N[C@@H]5[C@@H](C)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@H]7[C@H](O)[C@@H](O)[C@@H](N[C@@H]8[C@@H](C)O[C@H](O[C@@H]9[C@@H](CO)O[C@H](O[C@@H]%10[C@@H](CO)O[C@@H](O[C@@H]%11[C@@H](CO)O[C@@H](O[C@@H]%12[C@@H](CO)O[C@@H](O)[C@H](O)[C@H]%12O)[C@H](O)[C@H]%11O)[C@H](O)[C@H]%10O)[C@H](O)[C@H]9O)[C@H](O)[C@H]8O)C=C7CO)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)C=C4CO)[C@H](O)[C@H]3O)O1" "acarviostatin III03" "C75H125N3O52"
NA "Saccharide" "Streptomyces coelicoflavus ZG0656" "BGC0000804" 1120227 "C[C@@H]1[C@@H](N[C@H]2C=C(CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H](O[C@@H]3[C@@H](CO)O[C@H](O[C@H]4[C@H](O)[C@@H](O)[C@@H](N[C@@H]5[C@@H](C)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@H]7[C@H](O)[C@@H](O)[C@@H](N[C@@H]8[C@@H](C)O[C@H](O[C@@H]9[C@@H](CO)O[C@H](O[C@H]%10[C@H](O)[C@@H](O)[C@@H](N[C@@H]%11[C@@H](C)O[C@H](O[C@@H]%12[C@@H](CO)O[C@H](O[C@@H]%13[C@@H](CO)O[C@@H](O[C@@H]%14[C@@H](CO)O[C@@H](O[C@@H]%15[C@@H](CO)O[C@@H](O)[C@H](O)[C@H]%15O)[C@H](O)[C@H]%14O)[C@H](O)[C@H]%13O)[C@H](O)[C@H]%12O)[C@H](O)[C@H]%11O)C=C%10CO)[C@H](O)[C@H]9O)[C@H](O)[C@H]8O)C=C7CO)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)C=C4CO)[C@H](O)[C@H]3O)O1" "acarviostatin IV03" "C94H156N4O64"
"46926246" "Saccharide" "Streptomyces viridosporus ATCC 14672" "BGC0000805" 566461 "[H][C@](COP(O)(=O)O[C@H]1O[C@H](C(N)=O)[C@@](C)(O)[C@H](OC(N)=O)[C@H]1O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)C(=O)NC3=C(O)CCC3=O)[C@H](O)[C@H]2NC(C)=O)[C@H](O)[C@H]1NC(C)=O)(OC\C=C(\C)CC\C=C\C(C)(C)CCC(=C)C\C=C(/C)CCC=C(C)C)C(O)=O" "moenomycin" "C69H108N5O34P"
"2358" "Alkaloid" "Zea mays" "BGC0000810" 4577 "COC1=CC2=C(C=C1)N(C(=O)C(O2)O)O" "benzoxazinone DIMBOA" "C9H9NO5"
"173878" "Alkaloid" "Aspergillus fumigatus Af293" "BGC0000811" 330879 "C[C@H]1CN(C)[C@@H]2CC3=C(NC4=CC=CC([C@H]2[C@H]1OC(C)=O)=C34)C(C)(C)C=C" "fumigaclavine C" "C23H30N2O2"
"5912039" "Alkaloid" "Shiraia sp. slf14" "BGC0000812" 665115 "CC=C1C2CC3=C(C=CC(O)=N3)C1(N)CC(C)=C2" "huperzine A" "C15H18N2O"
"3035817" "Alkaloid" "Nonomuraea longicatena" "BGC0000813" 83682 "[H][C@]12C[C@@](O)(C(=O)OC)[C@](C)(O1)N1C3=C(C=CC=C3)C3=C1C1=C(C4=C(C=CC=C4)N21)C1=C3CNC1=O" "K-252a" "C27H21N3O5"
"3035817" "Alkaloid" "Nonomuraea longicatena" "BGC0000814" 83682 "C[C@@]12[C@](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)(C(=O)OC)O" "K-252a" "C27H21N3O5"
"716098" "Alkaloid" "Epichloe uncinata" "BGC0000815" 5050 "CN[C@H]1[C@H]2CN3[C@@H]1[C@@H](O2)CC3" "loline" "C8H14N2O"
"5983" "Alkaloid" "Streptomyces griseofuscus" "BGC0000820" 146922 "[H][C@]12N(C)CC[C@@]1(C)C1=C(C=CC(OC(=O)NC)=C1)N2C" "physostigmine" "C15H21N3O2"
"73110" "Alkaloid" "Lechevalieria aerocolonigenes" "BGC0000823" 68170 "CO[C@@H]1[C@H](O[C@H]([C@@H]([C@H]1O)O)N2C3=C(C=CC=C3Cl)C4=C5C(=C6C7=C(C(=CC=C7)Cl)NC6=C42)C(=O)NC5=O)CO" "rebeccamycin" "C27H21Cl2N3O7"
"44259" "Alkaloid" "Streptomyces sp. TP-A0274" "BGC0000825" 171258 "CNC1CC2OC(C)(C1OC)N1C3=CC=CC=C3C3=C4CNC(=O)C4=C4C5=C(C=CC=C5)N2C4=C13" "staurosporine" "C28H26N4O3"
"44259" "Alkaloid" "Streptomyces clavuligerus ATCC 27064" "BGC0000826" 443255 "C[C@@]12[C@@H]([C@@H](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC" "staurosporine" "C28H26N4O3"
"44259" "Alkaloid" "Salinispora arenicola CNS-205" "BGC0000827" 391037 "C[C@@]12[C@@H]([C@@H](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC" "staurosporine" "C28H26N4O3"
"9928039" "Other" "uncultured bacterium" "BGC0000830" 77133 "OC1=CC2=C(NC=C2C2=CC(C(=O)N2)=C2C(=O)NC3=C2C=CC=C3)C=C1" "violacein" "C20H13N3O3"
"9928039" "Alkaloid" "Duganella sp. B2" "BGC0000831" 445969 "C1=CC=C2C(=C1)/C(=C\3/C=C(NC3=O)C4=CNC5=C4C=C(C=C5)O)/C(=O)N2" "violacein" "C20H13N3O3"
"54706138" "SaccharideOther" "Streptomyces roseochromogenus subsp. oscitans DS 12.976" "BGC0000832" 1352936 "CC1=CC=C(N1)C(=O)O[C@H]2[C@H]([C@@H](OC([C@@H]2OC)(C)C)OC3=C(C4=C(C=C3)C(=C(C(=O)O4)NC(=O)C5=CC(=C(C=C5)O)CC=C(C)C)O)Cl)O" "clorobiocin" "C35H37ClN2O11"
"54675768" "SaccharideOther" "Streptomyces rishiriensis" "BGC0000833" 68264 "CC1=CC=C(N1)C(=O)O[C@H]2[C@H]([C@@H](OC([C@@H]2OC)(C)C)OC3=C(C4=C(C=C3)C(=C(C(=O)O4)NC(=O)C5=CNC(=C5C)C(=O)NC6=C(C7=C(C(=C(C=C7)O[C@H]8[C@@H]([C@@H]([C@H](C(O8)(C)C)OC)OC(=O)C9=CC=C(N9)C)O)C)OC6=O)O)O)C)O" "coumermycin A1" "C55H59N5O20"
"46230267" "Polyketide" "Streptomyces antibioticus" "BGC0000835" 1890 "C[C@@H]1[C@@H]([C@@H](C[C@@H](O1)C2=C(C3=C(C=C2)C(=O)C45C(C3O)(O4)C(CC6(C5(C(=O)C=C(C6)C)O)O)O)O)OC(=O)/C=C/C=C/C=C/C=C/C(=O)NC7=C(C8=C(C(=C(C=C8)O)Cl)OC7=O)C)OC(=O)C" "simocyclinone" "C47H44ClNO17"
"6450309" "Other" "Chitinophaga pinensis DSM 2588" "BGC0000839" 485918 "CCCCCCCCCCCCC1=C(C=C(C=C1OC(=O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C2=CC(=C(C=C2)O)C)C)O" "flexirubin" "C43H54O4"
"194618" "Other" "Streptomyces clavuligerus ATCC 27064" "BGC0000841" 443255 "C1[C@H]2N(C1=O)C[C@@H](O2)C[C@@H](C(=O)O)N" "alanylclavam" "C8H12N2O4"
"3050259" "Other" "Streptomyces clavuligerus ATCC 27064" "BGC0000841" 443255 "C1[C@H]2N(C1=O)C[C@@H](O2)CO" "2-hydroxymethylclavam" "C6H9NO3"
"46173888" "Other" "Streptomyces clavuligerus ATCC 27064" "BGC0000841" 443255 "C1[C@H]2N(C1=O)C[C@@H](O2)COC=O" "2-formyloxymethylclavam" "C7H9NO4"
"15573391" "Other" "Streptomyces clavuligerus ATCC 27064" "BGC0000841" 443255 "C1[C@H]2N(C1=O)C[C@@H](O2)C(=O)O" "clavam-2-carboxylate" "C6H7NO4"
"5280980" "Other" "Streptomyces clavuligerus ATCC 27064" "BGC0000841" 443255 "OC\C=C1\O[C@@H]2CC(=O)N2[C@H]1C(O)=O" "clavulanic acid" "C8H9NO5"
"194618" "Other" "Streptomyces clavuligerus ATCC 27064" "BGC0000843" 443255 "C1[C@H]2N(C1=O)C[C@@H](O2)C[C@@H](C(=O)O)N" "alanylclavam" "C8H12N2O4"
"3050259" "Other" "Streptomyces clavuligerus ATCC 27064" "BGC0000843" 443255 "C1[C@H]2N(C1=O)C[C@@H](O2)CO" "2-hydroxymethylclavam" "C6H9NO3"
"46173888" "Other" "Streptomyces clavuligerus ATCC 27064" "BGC0000843" 443255 "C1[C@H]2N(C1=O)C[C@@H](O2)COC=O" "2-formyloxymethylclavam" "C7H9NO4"
"15573391" "Other" "Streptomyces clavuligerus ATCC 27064" "BGC0000843" 443255 "C1[C@H]2N(C1=O)C[C@@H](O2)C(=O)O" "clavam-2-carboxylate" "C6H7NO4"
"5280980" "Other" "Streptomyces clavuligerus" "BGC0000844" 1901 "OC\C=C1\O[C@@H]2CC(=O)N2[C@H]1C(O)=O" "clavulanic acid" "C8H9NO5"
"5280980" "Other" "Streptomyces clavuligerus ATCC 27064" "BGC0000845" 443255 "C1[C@@H]2N(C1=O)[C@H](/C(=C/CO)/O2)C(=O)O" "clavulanic acid" "C8H9NO5"
"107817" "Other" "Pseudomonas syringae" "BGC0000846" 317 "CC(O)C(NC(=O)C(N)CCC1(O)CNC1=O)C(O)=O" "tabtoxin" "C11H19N3O6"
"119102" "Other" "Streptomyces griseus subsp. griseus NBRC 13350" "BGC0000848" 455632 "CC(C)CCCCC(=O)C1[C@@H](COC1=O)CO" "A-factor" "C13H22O4"
"6109346" "Other" "Streptomyces noursei ATCC 11455" "BGC0000851" 316284 "CC(C)\C=C1/NC(=O)\C(NC1=O)=C\C1=CC=CC=C1" "albonoursin" "C15H16N2O2"
"126041" "Other" "Sporosarcina pasteurii" "BGC0000852" 1474 "CC1=NCC[C@H](N1)C(=O)O" "ectoine" "C6H10N2O2"
"126041" "Other" "Streptomyces anulatus" "BGC0000853" 1892 "CC1=NCC[C@H](N1)C(=O)O" "ectoine" "C6H10N2O2"
"126041" "Other" "Methylomicrobium alcaliphilum 20Z" "BGC0000854" 1091494 "CC1=NCC[C@H](N1)C(=O)O" "ectoine" "C6H10N2O2"
"126041" "Other" "Methylomicrobium kenyense" "BGC0000855" 269709 "CC1=NCC[C@H](N1)C(=O)O" "ectoine" "C6H10N2O2"
"126041" "Other" "Methylophaga thalassica" "BGC0000856" 40223 "CC1=NCC[C@H](N1)C(=O)O" "ectoine" "C6H10N2O2"
"126041" "Other" "Methylophaga alcalica" "BGC0000857" 182774 "CC1=NCC[C@H](N1)C(=O)O" "ectoine" "C6H10N2O2"
"126041" "Other" "Methylobacter marinus" "BGC0000858" 34058 "CC1=NCC[C@H](N1)C(=O)O" "ectoine" "C6H10N2O2"
"126041" "Other" "Methylomicrobium alcaliphilum" "BGC0000859" 271065 "CC1=NCC[C@H](N1)C(=O)O" "ectoine" "C6H10N2O2"
"126041" "Other" "Methylarcula marina" "BGC0000860" 72022 "CC1=NCC[C@H](N1)C(=O)O" "ectoine" "C6H10N2O2"
"446284" "Other" "Shewanella sp. BR-2" "BGC0000861" 563072 "CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O" "eicosapentaenoic acid" "C20H30O2"
"446284" "Other" "Shewanella pneumatophori" "BGC0000862" 314092 "CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O" "eicosapentaenoic acid" "C20H30O2"
"446284" "Other" "Pseudoalteromonas sp. DS-12" "BGC0000863" 375285 "CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O" "eicosapentaenoic acid" "C20H30O2"
"446284" "Other" "Photobacterium profundum SS9" "BGC0000865" 298386 "CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O" "eicoseicosapentaenoic acid" "C20H30O2"
"76900419" "Other" "Saccharothrix mutabilis subsp. capreolus" "BGC0000873" 66854 "C[C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)OC/C(=C/2\[C@H]([C@@H]([C@@H](O2)OC3=CC=C(C=C3)/C=C(\C)/C(=O)N[C@@H]4[C@H](O[C@H]([C@@H]4O)N5C=NC6=C5N=CN=C6N(C)C)CO)O)O)/OC)O)OC)OC" "A-201A" "C37H50N6O14"
"170012" "Other" "Streptomyces griseochromogenes" "BGC0000874" 68214 "CN(C(N)=N)CC[C@H](N)CC(N[C@H]1C=C[C@H](N2C=CC(N)=NC2=O)O[C@@H]1C(O)=O)=O" "blasticidin S" "C17H26N8O5"
