"pchids" "biosyn_class" "organism_name" "mibig_accession" "ncbi_tax_id" "compounds.chem_struct" "compounds.compound" "compounds.molecular_formula"
"6440960" "Other" "Streptomyces cacaoi subsp. asoensis" "BGC0000877" 249586 "C/C=C\1/CN([C@@H]1C(=O)O)C(=O)[C@H]([C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C(=O)NC3=O)CO)O)O)NC(=O)[C@H]([C@@H]([C@H](COC(=O)N)O)O)N" "polyoxin A" "C23H32N6O14"
NA "Other" "Streptomyces cacaoi subsp. asoensis" "BGC0000877" 249586 "O=C(N1)C=CN([C@H]2[C@H](O)[C@H](O)[C@@H]([C@H](NC([C@@H](N)[C@H](O)[C@@H](O)COC(N)=O)=O)C(N([C@@H]/3C(O)=O)CC3=C/C)=O)O2)C1=O" "polyoxin H" "C22H30N6O13"
"439530" "Other" "Streptomyces alboniger" "BGC0000878" 132473 "[H][C@](N)(CC1=CC=C(OC)C=C1)C(=O)N[C@@H]1[C@@H](CO)O[C@H]([C@@H]1O)N1C=NC2=C1N=CN=C2N(C)C" "puromycin" "C22H29N7O5"
"11824" "Other" "Streptomyces rimosus" "BGC0000879" 1927 "NC1=NC=NC2=C1C(=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O)C#N" "toyocamycin" "C12H13N5O4"
"14978" "Other" "Streptomyces rimosus" "BGC0000879" 1927 "NC(=O)C1=CN([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C2=C1C(N)=NC=N2" "sangivamycin" "C12H15N5O5"
"56927834" "Other" "Streptomyces chartreusis NRRL 3882" "BGC0000880" 1079985 "CCCCCCCCCCCC/C=C/C(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@H]1O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)NC(=O)C)C[C@H]([C@@H]3[C@H]([C@H]([C@@H](O3)N4C=CC(=O)NC4=O)O)O)O)O)O" "tunicamycin B1" "C38H62N4O16"
"11824" "Other" "Streptomyces ahygroscopicus subsp. wuzhouensis" "BGC0000881" 387850 "C1=C(C2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N=CN=C2N)C#N" "toyocamycin" "C12H13N5O4"
"125665" "Other" "Streptomyces rimofaciens" "BGC0000882" 504097 "NC(CO)C(=O)N[C@H]1C=C[C@@H](O[C@@H]1C(O)(CC(O)CNC(N)=N)C(O)=O)N1C=C(CO)C(N)=NC1=O" "mildiomycin" "C19H30N8O9"
"129552" "Other" "Streptomyces arginensis" "BGC0000883" 1295550 "CC(CCN(C)C(=N)N)C(C(=O)NC1C=CC(OC1C(=O)O)N2C=CC(=NC2=O)N)N" "arginomycin" "C18H28N8O5"
"46173347" "Other" "Pseudomonas syringae pv. syringae" "BGC0000884" 321 "CC(CC[NH+]=C(N)N)C(C(=O)[O-])[NH3+]" "3-methylarginine" "C7H17N4O2+"
"443631" "Other" "Streptomyces murayamaensis" "BGC0000885" 224537 "NC(=O)C1=CC(N=O)=C(O)C=C1" "4-hydroxy-3-nitrosobenzamide" "C7H6N2O3"
"37165" "Alkaloid" "Dolichospermum circinale AWQC131C" "BGC0000887" 398007 "C1CN2C(=N[C@H]([C@H]3[C@]2(C1(O)O)N=C(N3)N)COC(=O)N)N" "saxitoxin" "C10H17N7O4"
"11593018" "Alkaloid" "Dolichospermum circinale AWQC131C" "BGC0000887" 398007 "C1[C@H](C([C@@]23N1C(=N[C@H]([C@@H]2NC(=N3)N)COC(=O)N)N)(O)O)OS(=O)(=O)O" "gonyautoxin 2" "C10H17N7O8S"
NA "Alkaloid" "Dolichospermum circinale AWQC131C" "BGC0000887" 398007 NA "gonyautoxin 3" NA
"104985" "Alkaloid" "Dolichospermum circinale AWQC131C" "BGC0000887" 398007 "C1[C@@H](C([C@@]23N1C(=N[C@H]([C@@H]2NC(=N3)N)COC(=O)NS(=O)(=O)O)N)(O)O)OS(=O)(=O)O" "toxin C2" "C10H17N7O11S2"
NA "Alkaloid" "Dolichospermum circinale AWQC131C" "BGC0000887" 398007 "[H][C@@]12[C@]3(NC(N2)=[NH2+])N(C[C@@H](OS(=O)([O-])=O)C3(O)O)C(N(O)[C@H]1COC(NS(=O)([O-])=O)=O)=[NH2+]" "toxin C3" "C10H17N7O12S2"
"104996" "Alkaloid" "Dolichospermum circinale AWQC131C" "BGC0000887" 398007 "C1CN2C(=N[C@H]([C@H]3[C@]2(C1(O)O)N=C(N3)N)COC(=O)NS(=O)(=O)O)N" "gonyautoxin 5" "C10H17N7O7S"
"24941628" "Alkaloid" "Dolichospermum circinale AWQC131C" "BGC0000887" 398007 "C1CN2C(=N[C@H]([C@H]3[C@]2(C1(O)O)N=C(N3)N)CO)N" "decarbamoylsaxitoxin" "C9H16N6O3"
NA "Alkaloid" "Dolichospermum circinale AWQC131C" "BGC0000887" 398007 "[H][C@@]12[C@]3(NC(N2)=[NH2+])N(C[C@@H](OS(=O)([O-])=O)C3(O)O)C(N[C@H]1CO)=[NH2+]" "decarbamoylgonyautoxin 2" "C9H17N6O7S+"
NA "Alkaloid" "Dolichospermum circinale AWQC131C" "BGC0000887" 398007 "[H][C@@]12[C@]3(NC(N2)=[NH2+])N(C[C@H](OS(=O)([O-])=O)C3(O)O)C(N[C@H]1CO)=[NH2+]" "decarbamoylgonyautoxin 3" "C9H17N6O7S+"
"160175" "Other" "Bacillus sp. CS93" "BGC0000888" 679622 "CC(N)C(=O)NC(C[C@H]1CCC(=O)[C@@H]2O[C@H]12)C(O)=O" "bacilysin" "C12H18N2O5"
"10422480" "Other" "Streptomyces sp. WK-5344" "BGC0000889" 1134541 "C=CC1=CC=C(C=C1)OC(=O)C2=CC(=C(C=C2)O)N" "bagremycin A" "C15H13NO3"
"10447329" "Other" "Streptomyces sp. WK-5344" "BGC0000889" 1134541 "CC(=O)NC1=C(C=CC(=C1)C(=O)OC2=CC=C(C=C2)C=C)O" "bagremycin B" "C17H15NO4"
"6474912" "Other" "Burkholderia gladioli BSR3" "BGC0000892" 999541 "C#CC#CC#CC#C/C=C/C=C/C(CCCCC(=O)O)O" "caryoynencin" "C18H16O3"
"5959" "NRP" "Streptomyces venezuelae ATCC 10712" "BGC0000893" 953739 "OCC(NC(=O)C(Cl)Cl)C(O)C1=CC=C(C=C1)N(=O)=O" "chloramphenicol" "C11H12Cl2N2O5"
"219203" "Other" "Monascus aurantiacus" "BGC0000894" 225353 "C[C@@H]1OC=C2C(O)=C(C(O)=O)C(=O)C(C)=C2[C@H]1C" "citrinin" "C13H14O5"
"9750" "Other" "Lactobacillus plantarum subsp. plantarum" "BGC0000895" 337330 "C(C[C@@H](C(=O)O)N)CNC(=O)N" "citrulline" "C6H13N3O3"
"419813" "Other" "Streptomyces narbonensis" "BGC0000899" 67333 "CC1CC(C(C(O1)O)O)N(C)C" "desosamine" "C8H17NO3"
"90658043" "Other" "Aspergillus oryzae" "BGC0000900" 5062 "CC(=O)N(CCC[C@H]1C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CCCN(C(=O)C)O)CCCN(C=O)O)O" "ferrichrome" "C26H43N9O12"
"644246" "Other" "Aspergillus niger" "BGC0000901" 5061 "CC(=O)N(CCCC1C(=O)NC(C(=O)NC(C(=O)NCC(=O)NCC(=O)NCC(=O)N1)CCCN(C(=O)C)[O-])CCCN(C(=O)C)[O-])[O-].[55Fe+3]" "ferrichrome" "C27H42FeN9O12"
"160478" "Other" "Saccharopolyspora erythraea NRRL 2338" "BGC0000902" 405948 "C1=C(C=C2C(=C1O)C(=CC(=O)C2=O)O)O" "flaviolin" "C10H6O5"
"6438545" "Other" "Heliobacillus mobilis" "BGC0000905" 28064 "[H+].[H+].[H+].[H+].CC1=C(C2=CC3=NC(=CC4=NC(=C(C4(C)CC(=O)[O-])[O-])C=C5C(C(=O)C(=N5)C=C1[N-]2)(C)CC(=O)[O-])C(=C3/C=C/C(=O)[O-])C)CCC(=O)[O-].[Fe+2]" "heme D1" "C34H30FeN4O10"
"6438545" "Other" "Heliophilum fasciatum" "BGC0000906" 35700 "[H+].[H+].[H+].[H+].CC1=C(C2=CC3=NC(=CC4=NC(=C(C4(C)CC(=O)[O-])[O-])C=C5C(C(=O)C(=N5)C=C1[N-]2)(C)CC(=O)[O-])C(=C3/C=C/C(=O)[O-])C)CCC(=O)[O-].[Fe+2]" "heme D1" "C34H30FeN4O10"
"3000540" "Other" "Streptomyces lincolnensis" "BGC0000907" 1915 "CCC[C@@H]1C[C@@H](C(N[C@H]([C@H](O)C)[C@@H]2[C@H](O)[C@H](O)[C@@H](O)[C@@H](SC)O2)=O)N(C)C1" "lincomycin" "C18H34N2O6S"
"6325610" "Other" "Streptomyces avermitilis" "BGC0000908" 33903 "CC1=C2C3=C(C4=CNC5=C(C(=O)C(=O)C(=C45)C3=CN2)C)C(=O)C1=O" "melanin" "C18H10N2O4"
"6325610" "Other" "Streptomyces avermitilis" "BGC0000909" 33903 "CC1=C2C3=C(C4=CNC5=C(C(=O)C(=O)C(=C45)C3=CN2)C)C(=O)C1=O" "melanin" "C18H10N2O4"
"6325610" "Other" "Streptomyces coelicolor A3(2)" "BGC0000910" 100226 "CC1=C2C3=C(C4=CNC5=C(C(=O)C(=O)C(=C45)C3=CN2)C)C(=O)C1=O" "melanin" "C18H10N2O4"
"6325610" "Other" "Streptomyces griseus subsp. griseus NBRC 13350" "BGC0000911" 455632 "CC1=C2C3=C(C4=CNC5=C(C(=O)C(=O)C(=C45)C3=CN2)C)C(=O)C1=O" "melanin" "C18H10N2O4"
"6325610" "Other" "Streptomyces griseus subsp. griseus NBRC 13350" "BGC0000912" 455632 "CC1=C2C3=C(C4=CNC5=C(C(=O)C(=O)C(=C45)C3=CN2)C)C(=O)C1=O" "melanin" "C18H10N2O4"
"25202532" "Other" "Staphylococcus carnosus" "BGC0000916" 1281 "C(C1C(=C(C2C(O1)NC3=C(N2)C(=O)N=C(N3)N)[S-])[S-])OP(=O)([O-])[O-].O=[Mo+2]=O" "molybdenum cofactor" "C10H10MoN5O8PS2-2"
"25202532" "Other" "Rhodobacter capsulatus" "BGC0000917" 1061 "C(C1C(=C(C2C(O1)NC3=C(N2)C(=O)N=C(N3)N)[S-])[S-])OP(=O)([O-])[O-].O=[Mo+2]=O" "molybdenum cofactor" "C10H10MoN5O8PS2-2"
"5485204" "Other" "Pseudomonas syringae" "BGC0000919" 317 "C[C@H](C(=O)N[C@H](CCCCN=C(N)N)C(=O)O)NC(=O)[C@@H](CCCNP(=O)(N)NS(=O)(=O)O)N" "phaseolotoxin" "C15H34N9O8PS"
"13916" "Other" "Pseudomonas chlororaphis" "BGC0000924" 587753 "ClC1=CNC=C1C1=CC=CC(Cl)=C1N(=O)=O" "pyrrolnitrin" "C10H6Cl2N2O2"
"40024" "Other" "Fusarium graminearum" "BGC0000930" 5518 "CC1=C[C@@H]2[C@]([C@@H](C1=O)O)([C@]3(C[C@H]([C@H]([C@@]34CO4)O2)O)C)CO" "deoxynivalenol" "C15H20O6"
"71510876" "Other" "Streptomyces xiamenensis" "BGC0000933" 408015 "C[C@H]([C@@H](C(=O)O)NC(=O)C1=CC2=C(C=C1)O[C@@]([C@H](C2)O)(C)CCC=C(C)C)O" "xiamenmycin A" "C21H29NO6"
"443757" "OtherPolyketide" "Streptomyces antibioticus" "BGC0000935" 1890 "CC1C2=C3C(=CC=C2)NC4=C(C=CC=C4N3C5=C1C6=NC7=C(C=CC=C7N=C6C(=C5)C(=O)O)C(C)OC(=O)C8=C(C=CC=C8O)C)C(=O)O" "esmeraldin" "C38H28N4O7"
"6817" "Other" "Pseudomonas aeruginosa PAO1" "BGC0000936" 208964 "CN1C2=CC=CC=C2N=C2C(=O)C=CC=C12" "pyocyanine" "C13H10N2O"
"101613178" "Other" "Streptomyces sp. WM6372" "BGC0000937" 1415555 "CC(C)[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)NN(C)[P+](C(C(=O)OC)O)(O)[O-])N" "fosfazinomycin A" "C15H32N7O7P"
"73491" "Other" "Streptomyces fradiae" "BGC0000938" 1906 "C[C@H]1[C@H](O1)P(=O)([O-])[O-].[Na+].[Na+]" "fosfomycin" "C3H5Na2O4P"
"123762" "Other" "Grimontia hollisae" "BGC0000939" 673 "CC(=O)N(CCCC[C@@H](C(=O)O)NC(=O)CC(CC(=O)N[C@@H](CCCCN(C(=O)C)O)C(=O)O)(C(=O)O)O)O" "aerobactin" "C22H36N4O13"
NA "Other" "Streptomyces coelicolor A3(2)" "BGC0000940" 100226 "CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN" "desferrioxamin B" "C25H48N6O8"
"161532" "Other" "Streptomyces coelicolor A3(2)" "BGC0000940" 100226 "C1CCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CC1)O)O)O" "desferrioxamine E" "C27H48N6O9"
"197680" "Other" "Vibrio parahaemolyticus" "BGC0000946" 670 "C[C@@H](C(=O)NCCC(C(=O)O)C(CC(=O)O)(C(=O)O)O)N1C(=O)CC[C@]1(C(=O)O)O" "vibrioferrin" "C16H22N2O12"
"197680" "Other" "Vibrio alginolyticus" "BGC0000947" 663 "C[C@@H](C(=O)NCCC(C(=O)O)C(CC(=O)O)(C(=O)O)O)N1C(=O)CC[C@]1(C(=O)O)O" "vibrioferrin" "C16H22N2O12"
"2826713" "Other" "Bacteroides fragilis NCTC 9343" "BGC0000948" 272559 "CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO[C@@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)[C@@H]([C@@H](CCCCCCCCCCCCCC)O)O" "α-galactosylceramide" "C50H99NO9"
"3037825" "NRPOther" "Streptomyces sp. DSM 5940" "BGC0000950" 991132 "CSCCC(C(NC(C(N/C=C1CC(C(N2C=CC(NC2=O)=O)O/1)O)=O)C(N(C(C3CC4=CC(O)=CC=C4CN3)=O)C)C)=O)NC(NC(C(O)=O)CC5=CC=CC(O)=C5)=O" "napsamycin A" "C39H48N8O12S"
"3037710" "NRPOther" "Streptomyces sp. DSM 5940" "BGC0000950" 991132 "CSCCC(C(NC(C(N/C=C1CC(C(N2C=CC(NC2=O)=O)O/1)O)=O)C(N(C(C3CC4=CC(O)=CC=C4C(N3)C)=O)C)C)=O)NC(NC(C(O)=O)CC5=CC=CC(O)=C5)=O" "napsamycin B" "C40H50N8O12S"
NA "NRPOther" "Streptomyces sp. DSM 5940" "BGC0000950" 991132 "CSCCC(NC(=O)NC(CC1=CC=CC(O)=C1)C(O)=O)C(=O)NC(C(C)N(C)C(=O)C1CC2=CC(O)=CC=C2CN1)C(=O)N\C=C1\CC(O)C(O1)N1CCC(=O)NC1=O" "napsamycin C" "C39H50N8O12S"
NA "NRPOther" "Streptomyces sp. DSM 5940" "BGC0000950" 991132 "CSCCC(NC(=O)NC(CC1=CC=CC(O)=C1)C(O)=O)C(=O)NC(C(C)N(C)C(=O)C1CC2=CC(O)=CC=C2C(C)N1)C(=O)N\C=C1\CC(O)C(O1)N1CCC(=O)NC1=O" "napsamycin D" "C40H52N8O12S"
"3037004" "NRPOther" "Streptomyces sp. DSM 5940" "BGC0000950" 991132 "CC([C@H](C(=O)N/C=C/1\CC(C(O1)N2CCC(=O)NC2=O)O)NC(=O)[C@H](CCSC)NC(=O)NC(CC3=CC(=CC=C3)O)C(=O)O)N(C)C(=O)[C@H](CC4=CC(=CC=C4)O)N" "mureidomycin A" "C38H50N8O12S"
"101627952" "NRPOther" "Streptomyces sp. DSM 5940" "BGC0000950" 991132 "CC([C@H](C(=O)N/C=C/1\CC(C(O1)N2CCC(=O)NC2=O)O)NC(=O)[C@H](CCSC)NC(=O)NC(CC3=CC(=CC=C3)O)C(=O)O)N(C)C(=O)[C@H](CC4=CC(=CC=C4)O)N" "mureidomycin B" "C38H50N8O12S"
NA "NRP" "Streptomyces coeruleorubidus" "BGC0000951" 116188 "O[C@@H]([C@H](N1C(NC(C=C1)=O)=O)O/2)CC2=C\NC([C@@H](NC([C@H](C)NC(N[C@@H](CC3=CNC4=C3C=CC=C4)C(O)=O)=O)=O)[C@@H](N(C)C([C@H](CC5=CC=CC(O)=C5)NC([C@@H](N)C)=O)=O)C)=O" "pacidamycin 1" "C41H50N10O12"
NA "NRP" "Streptomyces coeruleorubidus" "BGC0000951" 116188 "C[C@H](N)C(=O)N[C@@H](CC1=CC=CC(O)=C1)C(=O)N(C)[C@@H](C)[C@H](NC(=O)[C@H](C)NC(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O)C(=O)N\C=C1\C[C@@H](O)[C@@H](O1)N1C=CC(=O)NC1=O" "pacidamycin 2" "C39H49N9O12"
NA "NRP" "Streptomyces coeruleorubidus" "BGC0000951" 116188 "C[C@H](N)C(=O)N[C@@H](CC1=CC=CC(O)=C1)C(=O)N(C)[C@@H](C)[C@H](NC(=O)[C@H](C)NC(=O)N[C@@H](CC1=CC=CC(O)=C1)C(O)=O)C(=O)N\C=C1\C[C@@H](O)[C@@H](O1)N1C=CC(=O)NC1=O" "pacidamycin 3" "C39H49N9O13"
NA "NRP" "Streptomyces coeruleorubidus" "BGC0000951" 116188 "O[C@@H]([C@H](N1C(NC(C=C1)=O)=O)O/2)CC2=C\NC([C@@H](NC([C@H](C)NC(N[C@@H](CC3=CNC4=C3C=CC=C4)C(O)=O)=O)=O)[C@@H](N(C)C([C@H](CC5=CC=CC(O)=C5)N)=O)C)=O" "pacidamycin 4" "C38H45N9O11"
NA "NRP" "Streptomyces coeruleorubidus" "BGC0000951" 116188 "O[C@@H]([C@H](N1C(NC(C=C1)=O)=O)O/2)CC2=C\NC([C@@H](NC([C@H](C)NC(N[C@@H](CC3=CC=CC=C3)C(O)=O)=O)=O)[C@@H](N(C)C([C@H](CC4=CC=CC(O)=C4)N)=O)C)=O" "pacidamycin 5" "C36H44N8O11"
NA "NRP" "Streptomyces coeruleorubidus" "BGC0000951" 116188 "O[C@@H]([C@H](N1C(NC(C=C1)=O)=O)O/2)CC2=C\NC([C@@H](NC([C@H](C)NC(N[C@@H](CC3=CNC4=C3C=CC=C4)C(O)=O)=O)=O)[C@@H](N(C)C([C@H](CC5=CC=CC(O)=C5)NC(CN)=O)=O)C)=O" "pacidamycin 6" "C40H48N10O12"
NA "NRP" "Streptomyces coeruleorubidus" "BGC0000951" 116188 "O[C@@H]([C@H](N1C(NC(C=C1)=O)=O)O/2)CC2=C\NC([C@@H](NC([C@H](C)NC(N[C@@H](CC3=CC=CC=C3)C(O)=O)=O)=O)[C@@H](N(C)C([C@H](CC4=CC=CC(O)=C4)NC(CN)=O)=O)C)=O" "pacidamycin 7" "C38H47N9O12"
"56590296" "NRP" "Streptomyces coeruleorubidus" "BGC0000951" 116188 "CC(N)C(=O)N(C)C(C)C(NC(=O)C(C)NC(=O)NC(CC1=CNC2=C1C=CC=C2)C(O)=O)C(=O)N\C=C1\CC(O)C(O1)N1C=CC(=O)NC1=O" "pacidamycin D" "C32H41N9O10"
"221187" "Saccharide" "Streptomyces vinaceusdrappus" "BGC0000953" 67376 "C[C@H]1O[C@H](CC[C@@H]1O[C@H]1O[C@H](C)[C@H]([C@H](O)[C@H]1O)N(C)C)N1C=CC(NC(=O)C2=CC=C(NC(=O)[C@@](C)(N)CO)C=C2)=NC1=O" "amicetin" "C29H42N6O9"
"5464477" "NRPPolyketide" "Myxococcus xanthus" "BGC0000955" 34 "COC1=CC(=O)N(C1)C(=O)C2CSC(=N2)C(CO)NC(=O)C3=CSC(=CN=O)N3" "althiomycin" "C16H17N5O6S2"
"636857" "NRPPolyketide" "Pantoea agglomerans" "BGC0000956" 549 "C\C=C\C=C\C=C\C(=O)N[C@@H](CC(=O)N[C@@H](C(C)C)C(=O)[C@H]1[C@H](C)C(=O)NC1=O)C1=CC=CC=C1" "andrimid" "C27H33N3O5"
"14957" "NRPPolyketide" "Streptomyces sp. S4" "BGC0000958" 889487 "CCCCCC[C@@H]1[C@H]([C@@H](OC(=O)[C@H]([C@H](OC1=O)C)NC(=O)C2=C(C(=CC=C2)NC=O)O)C)OC(=O)CC(C)C" "antimycin" "C28H40N2O9"
"54710080" "NRPPolyketide" "Aspergillus nidulans FGSC A4" "BGC0000959" 227321 "CC[C@H](C)C[C@H](C)C(=O)C1=C(C(=CNC1=O)C2=CC=C(C=C2)O)O" "aspyridone A" "C19H23NO4"
"3032396" "NRPPolyketide" "Streptomyces sahachiroi" "BGC0000960" 285525 "[H][C@@]12CN1\C([C@@H](OC(C)=O)[C@@H]2O)=C(\NC(=O)[C@@H](OC(=O)C1=C2C=CC=C(C)C2=CC(OC)=C1)[C@]1(C)CO1)C(=O)N\C(=C\O)C(C)=O" "azinomycin B" "C31H33N3O11"
"54676871" "NRPPolyketide" "Burkholderia thailandensis E264" "BGC0000961" 271848 "[H][C@@](C)(N)C(=O)N[C@@H]1[C@]2([H])[C@@H](O)[C@H](O)CC(O)=C2C(=O)O[C@]1(C)C(Cl)Cl" "bactobolin" "C14H20Cl2N2O6"
"84068" "NRPPolyketideSaccharide" "Streptomyces verticillus" "BGC0000963" 29309 "CC1=C(N=C(N=C1N)C(CC(=O)N)NCC(C(=O)N)N)C(=O)NC(C(C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)NC(C)C(C(C)C(=O)NC(C(C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O" "bleomycin" "C55H84N17O21S3+"
"5281917" "Polyketide" "Streptomyces globisporus" "BGC0000965" 1908 "COC1=CC2=C(NC(=O)C(=C)O2)C(=C1)C(=O)OC1COC(=O)CC(N)C2=CC(O)=C(OC3C#CC=C1C#CC1=CC=C[C@]31O[C@@H]1OC(C)(C)[C@H](C(O)C1O)N(C)C)C(Cl)=C2" "C-1027" "C43H42ClN3O13"
"5381230" "NRPPolyketide" "Actinoalloteichus sp. WH1-2216-6" "BGC0000966" 1074250 "COC1=CC(\C=N\O)=NC(=C1)C1=NC=CC=C1" "caerulomycin A" "C12H11N3O2"
"5311365" "NRPPolyketide" "uncultured Candidatus Entotheonella sp." "BGC0000967" 312019 "C[C@H]1[C@@H](C[C@@]2(C([C@H]([C@H](O2)[C@H](C[C@@H]([C@H](C)[C@@H]([C@H](C)/C=C(\C)/C(=C/C=C/C(=C\C#N)/C)/C)O)O)OC)OP(=O)(O)O)(C)C)O[C@H]1C/C=C/C3=COC(=N3)[C@@H](C)CCNC(=O)[C@H]([C@H]([C@H](COC)N(C)C)O)O)O" "calyculin A" "C50H81N4O15P"
NA "NRPPolyketide" "uncultured Candidatus Entotheonella sp." "BGC0000967" 312019 "COC[C@H](N(C)C)[C@H](O)[C@H](O)C(NCC[C@H](C)C1=NC(/C=C/C[C@H]2[C@@H](C)[C@H](O)CC3(C(C)(C)[C@@H](OP(O)(OP(O)(O)=O)=O)[C@@H]([C@@H](OC)C[C@H](O)[C@H](C)[C@H](O)[C@H](C)/C=C(C)/C(C)=C/C=C/C(C)=C\[N+]#[C-])O3)O2)=CO1)=O" "phosphocalyculin A" "C50H82N4O18P2"
"10011292" "NRPPolyketide" "uncultured Candidatus Entotheonella sp." "BGC0000967" 312019 "C[C@H]1[C@@H](C[C@@]2(C([C@H]([C@H](O2)[C@H](C[C@@H]([C@H](C)[C@@H]([C@H](C)/C=C(\C)/C(=C/C=C/C(=C/C(=O)N)/C)/C)O)O)OC)OP(=O)(O)O)(C)C)O[C@H]1C/C=C/C3=COC(=N3)[C@@H](C)CCNC(=O)[C@H]([C@H]([C@H](COC)N(C)C)O)O)O" "calyculinamide A" "C50H83N4O16P"
NA "NRPPolyketide" "uncultured Candidatus Entotheonella sp." "BGC0000967" 312019 "COC[C@H](N(C)C)[C@H](O)[C@H](O)C(NCC[C@H](C)C1=NC(/C=C/C[C@H]2[C@@H](C)[C@H](O)CC3(C(C)(C)[C@@H](O)[C@@H]([C@@H](OC)C[C@H](O)[C@H](C)[C@H](O)[C@H](C)/C=C(C)/C(C)=C/C=C/C(C)=C\[N+]#[C-])O3)O2)=CO1)=O" "dephosphonocalyculin A" "C50H80N4O12"
"6476008" "NRPPolyketide" "Chondromyces crocatus" "BGC0000974" 52 "COC(\C=C\C1=CC=CC=C1)C(C)C(OC)C(C)\C=C\C(\C)=C\C(=O)N\C=C/C\C=C/C(=O)NCC(=O)OC" "crocacin" "C31H42N2O6"
"6438908" "NRPPolyketide" "Moorea producens 3L" "BGC0000976" 489825 "CO[C@H](CC\C(C)=C\C=C\CC\C=C/[C@H]1CSC(=N1)[C@@H]1C[C@@H]1C)CC=C" "curacin A" "C23H35NOS"
"54682463" "NRPPolyketide" "Aspergillus oryzae" "BGC0000977" 5062 "CC(=O)C1=C([C@@H]2[C@@H]3[C@@H](CC4=C5C3=CNC5=CC=C4)C(N2C1=O)(C)C)O" "cyclopiazonic acid" "C20H20N2O3"
"115005" "NRPPolyketideAlkaloid" "Cylindrospermopsis raciborskii AWT205" "BGC0000978" 478021 "C[C@H]1[C@H](C[C@@H]2C[C@@H](NC3=NC[C@H]1N23)[C@@H](C4=CC(=O)NC(=O)N4)O)OS(=O)(=O)O" "cylindrospermopsin" "C15H21N5O7S"
"115005" "NRPPolyketide" "Aphanizomenon sp. 10E9" "BGC0000979" 459665 "C[C@H]1[C@H](C[C@@H]2C[C@@H](NC3=NC[C@H]1N23)[C@@H](C4=CC(=O)NC(=O)N4)O)OS(=O)(=O)O" "cylindrospermopsin" "C15H21N5O7S"
"115005" "NRPPolyketide" "Aphanizomenon sp. 22D11" "BGC0000980" 459668 "C[C@H]1[C@H](C[C@@H]2C[C@@H](NC3=NC[C@H]1N23)[C@@H](C4=CC(=O)NC(=O)N4)O)OS(=O)(=O)O" "cylindrospermopsin" "C15H21N5O7S"
"115005" "NRPPolyketide" "Aphanizomenon sp. 10E6" "BGC0000981" 459664 "C[C@H]1[C@H](C[C@@H]2C[C@@H](NC3=NC[C@H]1N23)[C@@H](C4=CC(=O)NC(=O)N4)O)OS(=O)(=O)O" "cylindrospermopsin" "C15H21N5O7S"
"5470965" "NRPPolyketide" "Cystobacter fuscus" "BGC0000982" 43 "CO[C@@H](\C=C\C1=CSC(=N1)C1=CSC(=N1)C(C)C)[C@@H](C)C(\OC)=C/C(=O)OC" "cystothiazole A" "C20H26N2O4S2"
"5458385" "NRPPolyketide" "Aspergillus clavatus NRRL 1" "BGC0000983" 344612 "[H][C@@]12O[C@]1(C)[C@@H](C)[C@@]1([H])[C@H](CC3=CC=CC=C3)NC(=O)[C@]11OC(=O)O\C=C\[C@@](C)(O)C(=O)[C@@H](C)C\C=C\[C@@]21[H]" "cytochalasin E" "C28H33NO7"
"44583793" "NRPPolyketide" "Aspergillus clavatus NRRL 1" "BGC0000983" 344612 "[H][C@]12[C@H](CC3=CC=CC=C3)NC(=O)[C@]11C(=O)\C=C\C(=O)[C@H](OC(C)=O)\C(C)=C\[C@@H](C)C\C=C\[C@@]1([H])[C@@H]1O[C@]1(C)[C@H]2C" "cytochalasin K" "C32H37NO6"
"70680458" "NRPPolyketide" "Delftia acidovorans SPH-1" "BGC0000984" 398578 "C/C=C(/C(=O)NC(CCCN(C=O)O)C(=O)NC(CO)C(=O)NC(CCCN=C(N)N)C(=O)NC1CCCN(C1=O)O)\NC(=O)CNC(=O)C(C(C)O)NC(=O)C(C(C(=O)O)O)NC(=O)C(C)C(C(C)N)O" "delftibactin A" "C40H68N14O18"
